,road,km,type,LRPName,name,length,condition,structureNr,roadName,chainage,width,constructionYear,spans,zone,circle,division,sub-division,lat,lon,EstimatedLoc,average_delay,Road_segment_no,Road_segment_label
1282,N5,387.76099999999997,Steel Beam & RCC Slab,LRP390a,.,9.55,A,111976,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,387.76099999999997,7.2,1965.0,1.0,Rangpur,Dinajpur,Dinajpur,Dinajpur,25.77003874,88.73118559999999,interpolate,,N5-58,"Ranirbandar, Z5005 -Beldanga, N508"
1283,N5,388.825,Box Culvert,LRP391a,.,10.1,A,111978,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,388.825,9.55,1987.0,2.0,Rangpur,Dinajpur,Dinajpur,Dinajpur,25.76194334,88.72620547,interpolate,,N5-58,"Ranirbandar, Z5005 -Beldanga, N508"
1284,N5,389.74300000000005,Arch Masonry,LRP392a,.,43.55,A,111981,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,389.74300000000005,6.25,1957.0,3.0,Rangpur,Dinajpur,Dinajpur,Dinajpur,25.75621949,88.71897326,interpolate,,N5-58,"Ranirbandar, Z5005 -Beldanga, N508"
1285,N5,392.186,Box Culvert,LRP395a,.,6.72,A,111991,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,392.186,11.95,1990.0,2.0,Rangpur,Dinajpur,Dinajpur,Dinajpur,25.75345597,88.69610488,interpolate,,N5-58,"Ranirbandar, Z5005 -Beldanga, N508"
1286,N5,395.39599999999996,Arch Masonry,LRP398a,.,3.2,A,111992,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,395.39599999999996,14.5,1956.0,1.0,Rangpur,Dinajpur,Dinajpur,Dinajpur,25.76518235,88.6737216,interpolate,,N5-59,"Beldanga, N508 -Birganj (Int.with Z5007)"
1287,N5,396.343,Box Culvert,LRP399a,.,25.43,A,111993,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,396.343,8.04,1989.0,9.0,Rangpur,Dinajpur,Dinajpur,Dinajpur,25.77284192,88.67248792,interpolate,,N5-59,"Beldanga, N508 -Birganj (Int.with Z5007)"
1288,N5,397.52099999999996,Box Culvert,LRP400a,.,6.5,A,111994,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,397.52099999999996,7.9,1990.0,2.0,Rangpur,Dinajpur,Thakurgaon,Thakurgaon,25.78393994,88.67492663,interpolate,,N5-59,"Beldanga, N508 -Birganj (Int.with Z5007)"
1289,N5,399.365,RCC Girder Bridge,LRP402a,Depa Bridge,93.06,A,111996,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,399.365,8.5,1981.0,3.0,Rangpur,Dinajpur,Thakurgaon,Thakurgaon,25.79912689,88.67728185,interpolate,,N5-59,"Beldanga, N508 -Birganj (Int.with Z5007)"
1290,N5,399.816,Box Culvert,LRP403a,.,4.5,A,111998,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,399.816,11.2,1990.0,2.0,Rangpur,Dinajpur,Thakurgaon,Thakurgaon,25.80323809,88.67677787,interpolate,,N5-59,"Beldanga, N508 -Birganj (Int.with Z5007)"
1291,N5,402.282,Box Culvert,LRP405a,.,3.25,A,111999,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,402.282,11.25,1992.0,1.0,Rangpur,Dinajpur,Thakurgaon,Thakurgaon,25.81985375,88.66570412,interpolate,,N5-59,"Beldanga, N508 -Birganj (Int.with Z5007)"
1292,N5,410.976,Box Culvert,LRP414a,.,3.4,A,112003,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,410.976,10.73,1985.0,1.0,Rangpur,Dinajpur,Thakurgaon,Thakurgaon,25.88498685,88.62791856,interpolate,,N5-61,Birganj (Int.with Z5008)-Thakurgaon (Int.with R587)
1293,N5,412.847,Box Culvert,LRP416a,.,2.35,A,112004,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,412.847,12.3,1992.0,1.0,Rangpur,Dinajpur,Thakurgaon,Thakurgaon,25.8961902,88.6142873,interpolate,,N5-61,Birganj (Int.with Z5008)-Thakurgaon (Int.with R587)
1294,N5,414.004,Box Culvert,LRP417a,.,4.5,A,112005,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,414.004,12.0,1992.0,2.0,Rangpur,Dinajpur,Thakurgaon,Thakurgaon,25.90218973,88.6053722,interpolate,,N5-61,Birganj (Int.with Z5008)-Thakurgaon (Int.with R587)
1295,N5,414.501,Box Culvert,LRP417b,.,3.43,A,112006,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,414.501,11.3,1990.0,1.0,Rangpur,Dinajpur,Thakurgaon,Thakurgaon,25.90430135,88.60123053,interpolate,,N5-61,Birganj (Int.with Z5008)-Thakurgaon (Int.with R587)
1296,N5,414.81199999999995,Box Culvert,LRP418a,.,11.1,A,112008,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,414.81199999999995,12.1,1990.0,2.0,Rangpur,Dinajpur,Thakurgaon,Thakurgaon,25.90484644,88.59818646,interpolate,,N5-61,Birganj (Int.with Z5008)-Thakurgaon (Int.with R587)
1297,N5,416.345,RCC Girder Bridge,LRP419a,,41.08,A,118630,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,416.345,,,,Rangpur,Dinajpur,Thakurgaon,Thakurgaon,25.90811239,88.58358634,interpolate,,N5-61,Birganj (Int.with Z5008)-Thakurgaon (Int.with R587)
1298,N5,416.345,RCC Girder Bridge,LRP419a,.,40.98,A,112011,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,416.345,7.65,1985.0,3.0,Rangpur,Dinajpur,Thakurgaon,Thakurgaon,25.90811239,88.58358634,interpolate,,N5-61,Birganj (Int.with Z5008)-Thakurgaon (Int.with R587)
1299,N5,418.135,Box Culvert,LRP421a,.,2.32,A,112012,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,418.135,11.27,1990.0,1.0,Rangpur,Dinajpur,Thakurgaon,Thakurgaon,25.91088705,88.56632123,interpolate,,N5-61,Birganj (Int.with Z5008)-Thakurgaon (Int.with R587)
1300,N5,419.473,Box Culvert,LRP422a,.,9.82,A,112014,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,419.473,11.2,1991.0,3.0,Rangpur,Dinajpur,Thakurgaon,Thakurgaon,25.914910199999998,88.5568998,interpolate,,N5-61,Birganj (Int.with Z5008)-Thakurgaon (Int.with R587)
1301,N5,421.471,Slab Culvert,LRP424a,.,6.6,A,112015,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,421.471,10.85,1983.0,1.0,Rangpur,Dinajpur,Thakurgaon,Thakurgaon,25.93124395,88.55063152,interpolate,,N5-61,Birganj (Int.with Z5008)-Thakurgaon (Int.with R587)
1302,N5,422.506,Box Culvert,LRP425a,.,4.47,A,112017,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,422.506,11.25,1993.0,1.0,Rangpur,Dinajpur,Thakurgaon,Thakurgaon,25.93946794,88.54578269,interpolate,,N5-61,Birganj (Int.with Z5008)-Thakurgaon (Int.with R587)
1303,N5,424.07199999999995,Slab Culvert,LRP427a,.,6.55,A,112018,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,424.07199999999995,10.85,1982.0,1.0,Rangpur,Dinajpur,Thakurgaon,Thakurgaon,25.951143,88.53776313,interpolate,,N5-61,Birganj (Int.with Z5008)-Thakurgaon (Int.with R587)
1304,N5,425.597,Slab Culvert,LRP429a,.,3.6,A,112020,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,425.597,10.85,1982.0,1.0,Rangpur,Dinajpur,Thakurgaon,Thakurgaon,25.96126,88.52735819,interpolate,,N5-61,Birganj (Int.with Z5008)-Thakurgaon (Int.with R587)
1305,N5,426.161,Box Culvert,LRP429b,.,2.87,A,112021,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,426.161,10.75,1990.0,1.0,Rangpur,Dinajpur,Thakurgaon,Thakurgaon,25.96467496,88.52337889,interpolate,,N5-61,Birganj (Int.with Z5008)-Thakurgaon (Int.with R587)
1306,N5,426.86300000000006,Box Culvert,LRP430a,.,4.45,A,112023,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,426.86300000000006,11.27,1993.0,1.0,Rangpur,Dinajpur,Thakurgaon,Thakurgaon,25.96925935,88.51874387,interpolate,,N5-61,Birganj (Int.with Z5008)-Thakurgaon (Int.with R587)
1307,N5,432.44300000000004,RCC Girder Bridge,LRP435a,.,37.86,A,112028,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,432.44300000000004,7.8,1985.0,3.0,Rangpur,Dinajpur,Thakurgaon,Thakurgaon,26.007448999999998,88.48461249,interpolate,,N5-61,Birganj (Int.with Z5008)-Thakurgaon (Int.with R587)
1308,N5,433.70599999999996,Slab Culvert,LRP437a,.,3.95,A,112030,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,433.70599999999996,10.6,1983.0,1.0,Rangpur,Dinajpur,Thakurgaon,Thakurgaon,26.015170899999998,88.47507558,interpolate,,N5-61,Birganj (Int.with Z5008)-Thakurgaon (Int.with R587)
1309,N5,434.42900000000003,Box Culvert,LRP438a,.,1.87,A,112031,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,434.42900000000003,11.23,1990.0,1.0,Rangpur,Dinajpur,Thakurgaon,Thakurgaon,26.01850429,88.47057693,interpolate,,N5-61,Birganj (Int.with Z5008)-Thakurgaon (Int.with R587)
1310,N5,435.61699999999996,Box Culvert,LRP439a,.,1.87,A,112034,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,435.61699999999996,11.25,1990.0,1.0,Rangpur,Dinajpur,Thakurgaon,Thakurgaon,26.02576408,88.47547936,interpolate,,N5-61,Birganj (Int.with Z5008)-Thakurgaon (Int.with R587)
1311,N5,437.19,Slab Culvert,LRP440a,.,2.2,A,112035,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,437.19,16.0,1980.0,1.0,Rangpur,Dinajpur,Thakurgaon,Thakurgaon,26.03587798,88.48674525,interpolate,,N5-62,Thakurgaon (Int.with R587)- Boda int. with Z5003
1312,N5,438.031,Box Culvert,LRP441a,.,2.35,A,112037,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,438.031,12.12,1991.0,1.0,Rangpur,Dinajpur,Thakurgaon,Thakurgaon,26.04058578,88.49318588,interpolate,,N5-62,Thakurgaon (Int.with R587)- Boda int. with Z5003
1313,N5,440.291,Box Culvert,LRP443a,.,3.45,A,112038,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,440.291,11.25,1991.0,1.0,Rangpur,Dinajpur,Panchgarh,Panchgarh,26.05604685,88.50706727,interpolate,,N5-62,Thakurgaon (Int.with R587)- Boda int. with Z5003
1314,N5,440.42699999999996,Box Culvert,LRP444a,.,3.38,A,112040,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,440.42699999999996,10.65,1990.0,1.0,Rangpur,Dinajpur,Panchgarh,Panchgarh,26.05710479,88.50769759,interpolate,,N5-62,Thakurgaon (Int.with R587)- Boda int. with Z5003
1315,N5,440.44,Box Culvert,LRP444b,.,17.4,A,112041,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,440.44,10.65,1990.0,6.0,Rangpur,Dinajpur,Panchgarh,Panchgarh,26.05721002,88.50775329999999,interpolate,,N5-62,Thakurgaon (Int.with R587)- Boda int. with Z5003
1316,N5,442.88699999999994,Box Culvert,LRP446a,.,3.95,A,112045,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,442.88699999999994,10.7,1986.0,1.0,Rangpur,Dinajpur,Panchgarh,Panchgarh,26.07829244,88.51426927,interpolate,,N5-62,Thakurgaon (Int.with R587)- Boda int. with Z5003
1317,N5,443.806,Box Culvert,LRP447a,.,4.5,A,112051,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,443.806,11.3,1990.0,2.0,Rangpur,Dinajpur,Panchgarh,Panchgarh,26.08618084,88.51756701,interpolate,,N5-62,Thakurgaon (Int.with R587)- Boda int. with Z5003
1318,N5,444.37199999999996,Box Culvert,LRP448a,.,3.35,A,112054,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,444.37199999999996,11.25,1990.0,1.0,Rangpur,Dinajpur,Panchgarh,Panchgarh,26.09066633,88.51997157,interpolate,,N5-62,Thakurgaon (Int.with R587)- Boda int. with Z5003
1319,N5,444.54400000000004,Box Culvert,LRP448b,.,29.4,A,112057,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,444.54400000000004,10.65,1990.0,9.0,Rangpur,Dinajpur,Panchgarh,Panchgarh,26.09202942,88.52070228,interpolate,,N5-62,Thakurgaon (Int.with R587)- Boda int. with Z5003
1320,N5,445.73900000000003,Box Culvert,LRP449a,.,2.35,A,112059,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,445.73900000000003,11.25,1990.0,1.0,Rangpur,Dinajpur,Panchgarh,Panchgarh,26.10176678,88.5259167,interpolate,,N5-62,Thakurgaon (Int.with R587)- Boda int. with Z5003
1321,N5,446.17900000000003,RCC Girder Bridge,LRP449b,,64.36,A,119516,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,446.17900000000003,,,,Rangpur,Dinajpur,Panchgarh,Panchgarh,26.10520816,88.52773865,interpolate,,N5-62,Thakurgaon (Int.with R587)- Boda int. with Z5003
1322,N5,446.17900000000003,RCC Girder Bridge,LRP449b,.,64.36,A,112060,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,446.17900000000003,9.93,1995.0,3.0,Rangpur,Dinajpur,Panchgarh,Panchgarh,26.10520816,88.52773865,interpolate,,N5-62,Thakurgaon (Int.with R587)- Boda int. with Z5003
1323,N5,446.605,Box Culvert,LRP450a,.,3.38,A,112063,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,446.605,11.25,1990.0,1.0,Rangpur,Dinajpur,Panchgarh,Panchgarh,26.10879107,88.52918801,interpolate,,N5-62,Thakurgaon (Int.with R587)- Boda int. with Z5003
1324,N5,448.19800000000004,Box Culvert,LRP451a,.,4.45,A,112075,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,448.19800000000004,11.25,1991.0,1.0,Rangpur,Dinajpur,Panchgarh,Panchgarh,26.12259967,88.53342491,interpolate,,N5-62,Thakurgaon (Int.with R587)- Boda int. with Z5003
1325,N5,449.332,Box Culvert,LRP453a,.,39.15,A,112069,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,449.332,10.65,1990.0,12.0,Rangpur,Dinajpur,Panchgarh,Panchgarh,26.13256509,88.53611494,interpolate,,N5-62,Thakurgaon (Int.with R587)- Boda int. with Z5003
1326,N5,449.467,Box Culvert,LRP453c,.,1.85,A,112070,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,449.467,11.23,1990.0,1.0,Rangpur,Dinajpur,Panchgarh,Panchgarh,26.13377921,88.53635870000001,interpolate,,N5-62,Thakurgaon (Int.with R587)- Boda int. with Z5003
1327,N5,450.79,Box Culvert,LRP454a,.,5.8,A,112072,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,450.79,10.72,1988.0,2.0,Rangpur,Dinajpur,Panchgarh,Panchgarh,26.14525327,88.53741524,interpolate,,N5-62,Thakurgaon (Int.with R587)- Boda int. with Z5003
1328,N5,450.80699999999996,Box Culvert,LRP454b,.,32.75,A,112007,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,450.80699999999996,10.63,1991.0,10.0,Rangpur,Dinajpur,Panchgarh,Panchgarh,26.14540722,88.5374483,interpolate,,N5-62,Thakurgaon (Int.with R587)- Boda int. with Z5003
1329,N5,451.259,Box Culvert,LRP454d,.,4.5,A,112009,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,451.259,11.25,1990.0,2.0,Rangpur,Dinajpur,Panchgarh,Panchgarh,26.14950048,88.53832717,interpolate,,N5-62,Thakurgaon (Int.with R587)- Boda int. with Z5003
1330,N5,451.871,Box Culvert,LRP455a,.,2.35,A,112010,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,451.871,11.23,1990.0,1.0,Rangpur,Dinajpur,Panchgarh,Panchgarh,26.154815799999998,88.53947632,interpolate,,N5-62,Thakurgaon (Int.with R587)- Boda int. with Z5003
1331,N5,453.19800000000004,Box Culvert,LRP456a,.,2.35,A,112013,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,453.19800000000004,11.23,1991.0,1.0,Rangpur,Dinajpur,Panchgarh,Panchgarh,26.16629707,88.54223143,interpolate,,N5-62,Thakurgaon (Int.with R587)- Boda int. with Z5003
1332,N5,454.11199999999997,Box Culvert,LRP457a,.,3.95,A,112016,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,454.11199999999997,11.25,1990.0,1.0,Rangpur,Dinajpur,Panchgarh,Panchgarh,26.17400114,88.54481977,interpolate,,N5-62,Thakurgaon (Int.with R587)- Boda int. with Z5003
1333,N5,454.30199999999996,Steel Beam & RCC Slab,LRP458a,.,31.52,A,112019,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,454.30199999999996,6.93,1967.0,3.0,Rangpur,Dinajpur,Panchgarh,Panchgarh,26.17565367,88.54537351,interpolate,,N5-62,Thakurgaon (Int.with R587)- Boda int. with Z5003
1334,N5,455.276,Box Culvert,LRP459a,.,3.4,A,112022,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,455.276,12.15,1985.0,1.0,Rangpur,Dinajpur,Panchgarh,Panchgarh,26.18401668,88.54816258,interpolate,,N5-62,Thakurgaon (Int.with R587)- Boda int. with Z5003
1335,N5,455.619,Box Culvert,LRP459b,.,2.83,A,112025,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,455.619,12.05,1985.0,1.0,Rangpur,Dinajpur,Panchgarh,Panchgarh,26.18694532,88.54914544,interpolate,,N5-62,Thakurgaon (Int.with R587)- Boda int. with Z5003
1336,N5,456.939,Box Culvert,LRP460a,.,2.35,A,112027,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,456.939,11.25,1990.0,1.0,Rangpur,Dinajpur,Panchgarh,Panchgarh,26.19762807,88.55408419,interpolate,,N5-63,Boda (int.with Z5003)-Panchgarh Sugar Mill (int. with Z5021)
1337,N5,457.969,Box Culvert,LRP461a,.,4.45,A,112029,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,457.969,11.25,1990.0,1.0,Rangpur,Dinajpur,Panchgarh,Panchgarh,26.20634341,88.55447949,interpolate,,N5-63,Boda (int.with Z5003)-Panchgarh Sugar Mill (int. with Z5021)
1338,N5,458.735,Box Culvert,LRP462a,.,2.33,A,112032,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,458.735,11.23,1990.0,1.0,Rangpur,Dinajpur,Panchgarh,Panchgarh,26.21313522,88.55500212,interpolate,,N5-63,Boda (int.with Z5003)-Panchgarh Sugar Mill (int. with Z5021)
1339,N5,459.13800000000003,Box Culvert,LRP462b,.,2.47,A,112033,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,459.13800000000003,12.13,1985.0,1.0,Rangpur,Dinajpur,Panchgarh,Panchgarh,26.21666913,88.55536805,interpolate,,N5-63,Boda (int.with Z5003)-Panchgarh Sugar Mill (int. with Z5021)
1340,N5,462.211,Box Culvert,LRP466a,.,4.87,A,112036,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,462.211,12.07,1985.0,1.0,Rangpur,Dinajpur,Panchgarh,Panchgarh,26.24390841,88.5588238,interpolate,,N5-63,Boda (int.with Z5003)-Panchgarh Sugar Mill (int. with Z5021)
1341,N5,463.44,Box Culvert,LRP467a,.,12.5,A,112039,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,463.44,12.03,1990.0,4.0,Rangpur,Dinajpur,Panchgarh,Panchgarh,26.25477853,88.5581247,interpolate,,N5-63,Boda (int.with Z5003)-Panchgarh Sugar Mill (int. with Z5021)
1342,N5,464.48199999999997,Slab Culvert,LRP468a,.,3.5,A,112042,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,464.48199999999997,12.0,1985.0,1.0,Rangpur,Dinajpur,Panchgarh,Panchgarh,26.26405459,88.5572642,interpolate,,N5-63,Boda (int.with Z5003)-Panchgarh Sugar Mill (int. with Z5021)
1343,N5,465.13199999999995,Box Culvert,LRP468b,.,4.45,A,112043,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,465.13199999999995,11.25,1991.0,1.0,Rangpur,Dinajpur,Panchgarh,Panchgarh,26.26972406,88.55761476,interpolate,,N5-63,Boda (int.with Z5003)-Panchgarh Sugar Mill (int. with Z5021)
1344,N5,465.925,Box Culvert,LRP469a,.,1.85,A,112048,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,465.925,11.25,1992.0,1.0,Rangpur,Dinajpur,Panchgarh,Panchgarh,26.27678583,88.55907259,interpolate,,N5-63,Boda (int.with Z5003)-Panchgarh Sugar Mill (int. with Z5021)
1345,N5,467.95599999999996,Box Culvert,LRP471a,.,1.95,A,112052,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,467.95599999999996,12.05,1990.0,1.0,Rangpur,Dinajpur,Panchgarh,Panchgarh,26.29463229,88.55819873,interpolate,,N5-63,Boda (int.with Z5003)-Panchgarh Sugar Mill (int. with Z5021)
1346,N5,468.15,Box Culvert,LRP472a,.,3.5,A,112049,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,468.15,12.15,1992.0,1.0,Rangpur,Dinajpur,Panchgarh,Panchgarh,26.29640592,88.55801456,interpolate,,N5-63,Boda (int.with Z5003)-Panchgarh Sugar Mill (int. with Z5021)
1347,N5,468.971,Box Culvert,LRP472c,.,5.0,A,112058,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,468.971,12.15,1985.0,1.0,Rangpur,Dinajpur,Panchgarh,Panchgarh,26.30363063,88.55688029999999,interpolate,,N5-63,Boda (int.with Z5003)-Panchgarh Sugar Mill (int. with Z5021)
1348,N5,469.334,PC Girder Bridge,LRP473a,Korotoa Bridge,254.76,A,119524,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,469.334,,,,Rangpur,Dinajpur,Panchgarh,Panchgarh,26.30682706,88.5559728,interpolate,,N5-63,Boda (int.with Z5003)-Panchgarh Sugar Mill (int. with Z5021)
1349,N5,469.334,RCC Girder Bridge,LRP473a,Karotoa Bridge,253.65,A,112061,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,469.334,9.25,1985.0,6.0,Rangpur,Dinajpur,Panchgarh,Panchgarh,26.30682706,88.5559728,interpolate,,N5-63,Boda (int.with Z5003)-Panchgarh Sugar Mill (int. with Z5021)
1350,N5,470.985,Slab Culvert,LRP475a,.,1.95,A,112064,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,470.985,9.43,1985.0,1.0,Rangpur,Dinajpur,Panchgarh,Panchgarh,26.32124032,88.5535728,interpolate,,N5-63,Boda (int.with Z5003)-Panchgarh Sugar Mill (int. with Z5021)
1351,N5,474.673,Box Culvert,LRP478a,.,3.47,A,112073,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,474.673,12.0,1990.0,1.0,Rangpur,Dinajpur,Panchgarh,Panchgarh,26.34901111,88.55858965,interpolate,,N5-65,Panchgarh int. with Z5001- Nizbari int. with Z5060
